Track Name,Artist,Streams,Date,code,name
Selfish,PnB Rock,192679,5/27/17,us,United States
PRBLMS,6LACK,192670,2/17/17,us,United States
What They Want,Russ,192654,7/16/17,us,United States
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,192650,7/12/17,us,United States
TG4M,Zara Larsson,192648,5/10/17,us,United States
Million Reasons,Lady Gaga,192647,3/3/17,us,United States
Erase Your Social,Lil Uzi Vert,192638,5/25/17,us,United States
Myself,NAV,192629,7/14/17,us,United States
Good Drank,2 Chainz,192628,1/30/17,us,United States
Running Back (feat. Lil Wayne),Wale,192595,1/28/17,us,United States
Side To Side,Ariana Grande,192555,5/5/17,us,United States
Rolex,Ayo & Teo,192549,2/14/17,us,United States
I'm so Groovy,Future,192534,6/1/17,us,United States
Come and See Me (feat. Drake),PARTYNEXTDOOR,192517,3/25/17,us,United States
From The D To The A (feat. Lil Yachty),Tee Grizzley,192509,3/28/17,us,United States
Skateboard P (feat. Big Sean),MadeinTYO,192509,5/8/17,us,United States
There He Go,Kodak Black,192502,4/8/17,us,United States
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,192492,7/16/17,us,United States
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,192490,2/13/17,us,United States
Exchange,Bryson Tiller,192483,6/21/17,us,United States
Audi.,Smokepurpp,192479,7/12/17,us,United States
Chantaje,Shakira,192473,5/5/17,us,United States
Outlet,Desiigner,192467,3/10/17,us,United States
Castle on the Hill,Ed Sheeran,192463,7/15/17,us,United States
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,192442,4/13/17,us,United States
It's A Vibe,2 Chainz,192431,5/25/17,us,United States
Starving,Hailee Steinfeld,192419,6/24/17,us,United States
Feel It Still,Portugal. The Man,192413,6/24/17,us,United States
Galway Girl,Ed Sheeran,192411,6/23/17,us,United States
The Cure,Lady Gaga,192410,7/6/17,us,United States
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,192401,2/4/17,us,United States
Thinking out Loud,Ed Sheeran,192400,1/11/17,us,United States
Chantaje (feat. Maluma),Shakira,192379,3/4/17,us,United States
In the Name of Love,Martin Garrix,192374,4/18/17,us,United States
Dirt On My Boots,Jon Pardi,192366,3/31/17,us,United States
Running Back (feat. Lil Wayne),Wale,192361,3/31/17,us,United States
Go Flex,Post Malone,192357,4/2/17,us,United States
Special,21 Savage,192346,7/8/17,us,United States
Reminding Me,Shawn Hook,192339,7/7/17,us,United States
Flex Like Ouu,Lil Pump,192338,7/15/17,us,United States
Jumpman,Drake,192337,4/14/17,us,United States
Scars To Your Beautiful,Alessia Cara,192334,3/12/17,us,United States
Jumpman,Drake,192308,3/27/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,192306,5/27/17,us,United States
Controlla,Drake,192290,4/19/17,us,United States
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,192286,5/6/17,us,United States
The Hills,The Weeknd,192273,3/10/17,us,United States
Bon Appétit,Katy Perry,192270,5/25/17,us,United States
I'm so Groovy,Future,192268,6/3/17,us,United States
In the Name of Love,Martin Garrix,192251,4/17/17,us,United States
Want Her,Mustard,192250,4/2/17,us,United States
Barcelona,Ed Sheeran,192248,3/31/17,us,United States
Heathens,Twenty One Pilots,192247,5/7/17,us,United States
Flex Like Ouu,Lil Pump,192234,6/22/17,us,United States
Stressed Out,Twenty One Pilots,192233,1/8/17,us,United States
Reminder,The Weeknd,192227,6/16/17,us,United States
Galway Girl,Ed Sheeran,192227,6/20/17,us,United States
Magic,Thomas Gold,192223,3/3/17,us,United States
TG4M,Zara Larsson,192217,5/4/17,us,United States
Deja Vu,J. Cole,192198,5/9/17,us,United States
New Man,Ed Sheeran,192189,4/1/17,us,United States
Needed Me,Rihanna,192183,5/10/17,us,United States
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,192181,4/21/17,us,United States
It's A Vibe,2 Chainz,192180,5/5/17,us,United States
Come and See Me (feat. Drake),PARTYNEXTDOOR,192165,4/8/17,us,United States
"God, Your Mama, And Me",Florida Georgia Line,192157,6/22/17,us,United States
In the Name of Love,Martin Garrix,192137,5/4/17,us,United States
This Town,Niall Horan,192132,2/16/17,us,United States
Weak,AJR,192128,7/7/17,us,United States
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,192102,1/8/17,us,United States
No Frauds,Nicki Minaj,192099,5/12/17,us,United States
Pop Style,Drake,192095,1/5/17,us,United States
Run Me Dry,Bryson Tiller,192095,7/12/17,us,United States
Panda,Desiigner,192093,4/2/17,us,United States
From The D To The A (feat. Lil Yachty),Tee Grizzley,192073,4/1/17,us,United States
There He Go,Kodak Black,192073,3/3/17,us,United States
Escápate Conmigo,Wisin,192055,7/6/17,us,United States
Flex Like Ouu,Lil Pump,192050,6/20/17,us,United States
Flex Like Ouu,Lil Pump,192049,6/21/17,us,United States
The Hills,The Weeknd,192047,2/16/17,us,United States
PRBLMS,6LACK,192041,4/16/17,us,United States
Me You,Russ,192034,6/1/17,us,United States
Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",192024,7/12/17,us,United States
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,192015,4/21/17,us,United States
Bigger Than Me,Big Sean,192014,2/13/17,us,United States
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,192013,1/4/17,us,United States
Controlla,Drake,191999,4/18/17,us,United States
High Without Your Love,Loote,191972,6/20/17,us,United States
Swish Swish,Katy Perry,191914,7/7/17,us,United States
Draco,Future,191914,4/1/17,us,United States
Flex Like Ouu,Lil Pump,191912,7/7/17,us,United States
Mercy,Shawn Mendes,191898,4/3/17,us,United States
Candy Paint,Post Malone,191896,7/8/17,us,United States
I'm so Groovy,Future,191887,3/3/17,us,United States
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,191878,2/18/17,us,United States
What They Want,Russ,191877,1/12/17,us,United States
Let Me Love You,DJ Snake,191873,4/19/17,us,United States
Selfish,PnB Rock,191872,5/24/17,us,United States
Photograph,Ed Sheeran,191859,3/10/17,us,United States
Candy Paint,Post Malone,191852,7/10/17,us,United States
I Feel It Coming,The Weeknd,191849,7/16/17,us,United States
Money Trees,Kendrick Lamar,191846,4/15/17,us,United States
Blessings (feat. Jamila Woods),Chance the Rapper,191844,2/15/17,us,United States
Scars To Your Beautiful,Alessia Cara,191803,3/5/17,us,United States
Let Me Love You,DJ Snake,191794,5/12/17,us,United States
Treat You Better,Shawn Mendes,191785,3/24/17,us,United States
Hearts Don't Break Around Here,Ed Sheeran,191783,3/28/17,us,United States
Die For You,The Weeknd,191778,1/29/17,us,United States
Saved,Khalid,191766,4/1/17,us,United States
Thinking out Loud,Ed Sheeran,191761,1/12/17,us,United States
Romantic - NOTD Remix,Stanaj,191726,1/29/17,us,United States
TG4M,Zara Larsson,191719,5/11/17,us,United States
Galway Girl,Ed Sheeran,191715,6/21/17,us,United States
Flex Like Ouu,Lil Pump,191712,6/23/17,us,United States
All Night (feat. Knox Fortune),Chance the Rapper,191712,2/27/17,us,United States
Exchange,Bryson Tiller,191702,6/20/17,us,United States
I Miss You,Grey,191700,2/3/17,us,United States
Cold Water (feat. Justin Bieber & MØ),Major Lazer,191689,3/8/17,us,United States
Somebody Else,VÉRITÉ,191685,2/3/17,us,United States
No Heart,21 Savage,191673,5/28/17,us,United States
Me You,Russ,191669,5/6/17,us,United States
Some Way,NAV,191667,6/15/17,us,United States
beibs in the trap,Travis Scott,191657,1/30/17,us,United States
Good Drank,2 Chainz,191654,1/11/17,us,United States
Outlet,Desiigner,191653,3/8/17,us,United States
Skateboard P (feat. Big Sean),MadeinTYO,191612,4/7/17,us,United States
Reminder,The Weeknd,191607,3/29/17,us,United States
OOOUUU,Young M.A,191606,3/4/17,us,United States
Juicy - 2005 Remaster,The Notorious B.I.G.,191601,3/10/17,us,United States
Exchange,Bryson Tiller,191588,5/6/17,us,United States
Rolex,Ayo & Teo,191571,2/13/17,us,United States
Call On Me - Ryan Riback Extended Remix,Starley,191563,6/21/17,us,United States
Hurricane,Luke Combs,191544,3/28/17,us,United States
Reminder,The Weeknd,191533,3/31/17,us,United States
Flex Like Ouu,Lil Pump,191493,5/24/17,us,United States
Lights Down Low,MAX,191484,2/16/17,us,United States
Cherry Hill,Russ,191484,5/9/17,us,United States
Neighbors,J. Cole,191464,3/4/17,us,United States
Small Town Boy,Dustin Lynch,191444,7/9/17,us,United States
"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",Calvin Harris,191433,7/6/17,us,United States
Too Many Years,Kodak Black,191432,5/9/17,us,United States
Reminding Me,Shawn Hook,191431,7/6/17,us,United States
Moves,Big Sean,191423,7/8/17,us,United States
"God, Your Mama, And Me",Florida Georgia Line,191414,6/24/17,us,United States
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,191411,4/8/17,us,United States
In the Name of Love,Martin Garrix,191389,5/12/17,us,United States
Jorja Interlude,Drake,191385,4/20/17,us,United States
Come and See Me (feat. Drake),PARTYNEXTDOOR,191379,4/1/17,us,United States
Mercy,Shawn Mendes,191371,3/26/17,us,United States
Shining (feat. Beyoncé & Jay-Z),DJ Khaled,191370,3/3/17,us,United States
Do Not Disturb,Drake,191364,5/29/17,us,United States
Eyes Closed,Halsey,191352,5/6/17,us,United States
Side To Side,Ariana Grande,191349,5/27/17,us,United States
Feel It Still,Portugal. The Man,191337,6/17/17,us,United States
Outlet,Desiigner,191331,3/7/17,us,United States
The Cure,Lady Gaga,191315,7/14/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,191311,6/21/17,us,United States
Needed Me,Rihanna,191298,5/9/17,us,United States
Audi.,Smokepurpp,191288,7/11/17,us,United States
Bad Things - With Camila Cabello,Machine Gun Kelly,191286,5/8/17,us,United States
The A Team,Ed Sheeran,191271,1/6/17,us,United States
Dive,Ed Sheeran,191257,4/17/17,us,United States
I Can't Even Lie (feat. Future & Nicki Minaj),DJ Khaled,191256,6/24/17,us,United States
Jorja Interlude,Drake,191241,4/21/17,us,United States
Both (feat. Drake),Gucci Mane,191236,7/7/17,us,United States
Skateboard P (feat. Big Sean),MadeinTYO,191234,6/19/17,us,United States
Chantaje (feat. Maluma),Shakira,191214,3/11/17,us,United States
No Favors,Big Sean,191213,4/15/17,us,United States
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,191207,4/19/17,us,United States
Father Stretch My Hands Pt. 1,Kanye West,191206,1/11/17,us,United States
Stressed Out,Twenty One Pilots,191196,1/29/17,us,United States
Down,Marian Hill,191195,1/31/17,us,United States
Uh Huh,Julia Michaels,191189,7/11/17,us,United States
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,191180,7/11/17,us,United States
Running Back (feat. Lil Wayne),Wale,191176,2/2/17,us,United States
Quit (feat. Ariana Grande),Cashmere Cat,191167,6/24/17,us,United States
It's A Vibe,2 Chainz,191160,5/12/17,us,United States
How Far I'll Go,Auli'i Cravalho,191154,3/11/17,us,United States
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,191151,1/11/17,us,United States
"Me, Myself & I",G-Eazy,191150,2/2/17,us,United States
Reminder,The Weeknd,191131,3/30/17,us,United States
Party (feat. Usher & Gucci Mane),Chris Brown,191125,1/10/17,us,United States
My Shit,A Boogie Wit da Hoodie,191124,2/4/17,us,United States
The Hills,The Weeknd,191111,3/3/17,us,United States
The Hills,The Weeknd,191104,1/5/17,us,United States
The Other,Lauv,191075,4/18/17,us,United States
F*ck Up Some Commas,Future,191058,2/17/17,us,United States
Do What I Want,Lil Uzi Vert,191055,5/11/17,us,United States
Skateboard P (feat. Big Sean),MadeinTYO,191050,7/13/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,191047,6/22/17,us,United States
Kelly Price (feat. Travis Scott),Migos,191040,4/13/17,us,United States
Dirt On My Boots,Jon Pardi,191039,4/3/17,us,United States
I Miss You,Grey,191036,2/27/17,us,United States
Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",191035,7/15/17,us,United States
What They Want,Russ,191017,3/10/17,us,United States
Secrets,The Weeknd,191007,1/9/17,us,United States
All We Know,The Chainsmokers,191006,3/11/17,us,United States
Do Not Disturb,Drake,190973,5/28/17,us,United States
Love Yourself,Justin Bieber,190934,1/12/17,us,United States
Cold,Maroon 5,190931,6/1/17,us,United States
Draco,Future,190928,4/7/17,us,United States
Let Me Love You,DJ Snake,190919,5/5/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,190901,6/20/17,us,United States
Gassed Up,Nebu Kiniza,190900,4/21/17,us,United States
"Me, Myself & I",G-Eazy,190900,1/7/17,us,United States
Paris,The Chainsmokers,190900,7/9/17,us,United States
How Far I'll Go,Auli'i Cravalho,190894,4/7/17,us,United States
PRBLMS,6LACK,190878,2/14/17,us,United States
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,190871,1/8/17,us,United States
What They Want,Russ,190867,5/4/17,us,United States
Run Me Dry,Bryson Tiller,190863,7/13/17,us,United States
May We All,Florida Georgia Line,190862,4/3/17,us,United States
How Far I'll Go,Auli'i Cravalho,190835,3/10/17,us,United States
Audi.,Smokepurpp,190829,7/13/17,us,United States
Selfish,PnB Rock,190824,6/22/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,190820,5/29/17,us,United States
Exchange,Bryson Tiller,190803,6/22/17,us,United States
Wyclef Jean,Young Thug,190798,3/8/17,us,United States
Both (feat. Drake),Gucci Mane,190791,7/14/17,us,United States
Love On The Brain,Rihanna,190791,5/29/17,us,United States
Eyes Closed,Halsey,190785,5/8/17,us,United States
What Ifs (feat. Lauren Alaina),Kane Brown,190770,6/23/17,us,United States
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,190770,7/14/17,us,United States
Hear Me Now,Alok,190756,2/18/17,us,United States
Rent Money,Future,190753,3/26/17,us,United States
Gold Digger,Kanye West,190740,2/14/17,us,United States
Comin Out Strong (feat. The Weeknd),Future,190738,5/9/17,us,United States
PRBLMS,6LACK,190728,3/5/17,us,United States
Sacrifices,Drake,190714,5/8/17,us,United States
Love On The Brain,Rihanna,190707,5/28/17,us,United States
Patty Cake,Kodak Black,190668,6/21/17,us,United States
Reminder,The Weeknd,190667,3/28/17,us,United States
PRBLMS,6LACK,190665,2/13/17,us,United States
In the Name of Love,Martin Garrix,190664,5/6/17,us,United States
"Down for Life (feat. PARTYNEXTDOOR, Future, Travis Scott, Rick Ross & Kodak Black)",DJ Khaled,190633,6/24/17,us,United States
Teenage Fever,Drake,190621,6/15/17,us,United States
Some Way,NAV,190619,6/1/17,us,United States
Outlet,Desiigner,190617,2/27/17,us,United States
Party (feat. Usher & Gucci Mane),Chris Brown,190616,1/6/17,us,United States
Up,NAV,190615,6/24/17,us,United States
Trap Check,2 Chainz,190608,6/18/17,us,United States
Ride,Twenty One Pilots,190600,4/2/17,us,United States
Erase Your Social,Lil Uzi Vert,190589,3/7/17,us,United States
Exchange,Bryson Tiller,190585,6/23/17,us,United States
Mercy,Shawn Mendes,190568,4/8/17,us,United States
Comin Out Strong (feat. The Weeknd),Future,190568,5/8/17,us,United States
Blue Ain't Your Color,Keith Urban,190568,1/31/17,us,United States
No Heart,21 Savage,190554,5/29/17,us,United States
Chanel,Frank Ocean,190538,4/14/17,us,United States
Oceans Away,A R I Z O N A,190517,1/12/17,us,United States
Cherry Hill,Russ,190494,5/8/17,us,United States
Controlla,Drake,190491,5/25/17,us,United States
Don't Leave,Snakehips,190476,1/9/17,us,United States
Secrets,The Weeknd,190476,1/11/17,us,United States
I Miss You,Grey,190471,2/1/17,us,United States
Exchange,Bryson Tiller,190460,4/2/17,us,United States
Dirt On My Boots,Jon Pardi,190445,3/10/17,us,United States
New Rules,Dua Lipa,190444,7/12/17,us,United States
"Me, Myself & I",G-Eazy,190442,2/1/17,us,United States
Magic,Thomas Gold,190428,2/15/17,us,United States
High Without Your Love,Loote,190425,6/21/17,us,United States
Weak,AJR,190405,6/24/17,us,United States
Stressed Out,Twenty One Pilots,190390,3/24/17,us,United States
One Night,Lil Yachty,190381,2/12/17,us,United States
Draco,Future,190371,3/27/17,us,United States
Barcelona,Ed Sheeran,190351,3/26/17,us,United States
Scars To Your Beautiful,Alessia Cara,190333,3/27/17,us,United States
Deja Vu,Post Malone,190324,1/29/17,us,United States
Antidote,Travis Scott,190282,4/1/17,us,United States
Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",190270,7/11/17,us,United States
Treat You Better,Shawn Mendes,190263,3/6/17,us,United States
TG4M,Zara Larsson,190260,4/15/17,us,United States
Reminding Me,Shawn Hook,190237,6/18/17,us,United States
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,190236,1/7/17,us,United States
BABYLON (feat. Chronixx),Joey Bada$$,190230,4/7/17,us,United States
Black Beatles,Rae Sremmurd,190226,7/11/17,us,United States
Don't Wanna Know,Maroon 5,190224,4/14/17,us,United States
The Hills,The Weeknd,190223,1/6/17,us,United States
Reminder,The Weeknd,190219,7/6/17,us,United States
Chained To The Rhythm,Katy Perry,190196,5/4/17,us,United States
Lookin Exotic,Future,190167,3/3/17,us,United States
Up,Desiigner,190166,4/14/17,us,United States
Comin Out Strong (feat. The Weeknd),Future,190144,5/12/17,us,United States
Somebody Else,VÉRITÉ,190142,1/27/17,us,United States
Rockin’,The Weeknd,190139,1/4/17,us,United States
Come and See Me (feat. Drake),PARTYNEXTDOOR,190135,5/25/17,us,United States
Die For You,The Weeknd,190127,2/13/17,us,United States
Saved,Khalid,190124,3/25/17,us,United States
Party (feat. Usher & Gucci Mane),Chris Brown,190108,4/16/17,us,United States
Comin Out Strong (feat. The Weeknd),Future,190089,5/6/17,us,United States
The Other,Lauv,190070,4/14/17,us,United States
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,190070,1/31/17,us,United States
Lights Down Low,MAX,190066,3/5/17,us,United States
Panda,Desiigner,190055,4/20/17,us,United States
Dirt On My Boots,Jon Pardi,190054,3/29/17,us,United States
beibs in the trap,Travis Scott,190043,4/2/17,us,United States
Sober II (Melodrama),Lorde,190019,6/21/17,us,United States
X Men,Lil Yachty,190018,5/24/17,us,United States
Skateboard P (feat. Big Sean),MadeinTYO,190001,6/23/17,us,United States
Side To Side,Ariana Grande,189994,5/24/17,us,United States
Come and See Me (feat. Drake),PARTYNEXTDOOR,189986,6/1/17,us,United States
Smoke Break (feat. Future),Chance the Rapper,189982,3/10/17,us,United States
"Whatever (feat. Future, Young Thug, Rick Ross & 2 Chainz)",DJ Khaled,189978,6/23/17,us,United States
The Night We Met,Lord Huron,189969,6/23/17,us,United States
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,189950,4/2/17,us,United States
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,189949,3/27/17,us,United States
Stressed Out,Twenty One Pilots,189937,3/31/17,us,United States
Nancy Mulligan,Ed Sheeran,189937,3/29/17,us,United States
Needed Me,Rihanna,189930,4/17/17,us,United States
Weak,AJR,189921,6/17/17,us,United States
Can I Be Him,James Arthur,189912,7/12/17,us,United States
Sit Next to Me,Foster The People,189887,7/14/17,us,United States
"How Far I'll Go - From ""Moana""",Alessia Cara,189843,5/25/17,us,United States
7 Min Freestyle,21 Savage,189836,7/10/17,us,United States
Do Not Disturb,Drake,189798,6/21/17,us,United States
No Vacancy,OneRepublic,189746,7/15/17,us,United States
What Ifs (feat. Lauren Alaina),Kane Brown,189702,7/16/17,us,United States
It's A Vibe,2 Chainz,189694,5/24/17,us,United States
beibs in the trap,Travis Scott,189688,4/16/17,us,United States
Bigger Than Me,Big Sean,189686,2/14/17,us,United States
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,189674,7/13/17,us,United States
Distraction,Kehlani,189673,1/27/17,us,United States
Neighbors,J. Cole,189667,3/6/17,us,United States
Sweet Creature,Harry Styles,189651,5/28/17,us,United States
Too Many Years,Kodak Black,189645,4/17/17,us,United States
Death of a Bachelor,Panic! At The Disco,189638,1/28/17,us,United States
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,189637,6/19/17,us,United States
Lust for Life (with The Weeknd),Lana Del Rey,189637,5/5/17,us,United States
Gold,Kiiara,189624,1/10/17,us,United States
Timeless (feat. DJ SPINKING),A Boogie Wit da Hoodie,189607,1/30/17,us,United States
What They Want,Russ,189592,1/27/17,us,United States
That Range Rover Came With Steps (feat. Future & Yo Gotti),DJ Khaled,189584,6/23/17,us,United States
Either Way,Chris Stapleton,189569,5/9/17,us,United States
Galway Girl,Ed Sheeran,189546,7/6/17,us,United States
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,189544,3/10/17,us,United States
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,189541,3/8/17,us,United States
The Hills,The Weeknd,189540,2/3/17,us,United States
Scars To Your Beautiful,Alessia Cara,189522,3/25/17,us,United States
Shining (feat. Beyoncé & Jay-Z),DJ Khaled,189520,3/10/17,us,United States
Candy Paint,Post Malone,189520,6/1/17,us,United States
Reminder,The Weeknd,189515,2/15/17,us,United States
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,189510,1/29/17,us,United States
Too Good,Drake,189504,4/20/17,us,United States
No Promises (feat. Demi Lovato),Cheat Codes,189501,4/7/17,us,United States
Reminding Me,Shawn Hook,189489,6/24/17,us,United States
Love On The Brain,Rihanna,189486,6/17/17,us,United States
Skateboard P (feat. Big Sean),MadeinTYO,189471,3/30/17,us,United States
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,189461,1/30/17,us,United States
The Hills,The Weeknd,189460,2/18/17,us,United States
Into You,Ariana Grande,189448,2/3/17,us,United States
Hear Me Now,Alok,189433,2/15/17,us,United States
All We Know,The Chainsmokers,189421,3/9/17,us,United States
Sign of the Times,Harry Styles,189410,7/16/17,us,United States
Flex Like Ouu,Lil Pump,189408,6/15/17,us,United States
Touch,Little Mix,189390,5/29/17,us,United States
Ride,Twenty One Pilots,189387,3/26/17,us,United States
Litty (feat. Tory Lanez),Meek Mill,189368,3/6/17,us,United States
Ascension (feat. Vince Staples),Gorillaz,189364,3/28/17,us,United States
Reminder,The Weeknd,189363,2/14/17,us,United States
Never Be Like You,Flume,189358,2/16/17,us,United States
No Frauds,Nicki Minaj,189352,5/4/17,us,United States
I Would Like,Zara Larsson,189345,1/7/17,us,United States
First Day Out,Tee Grizzley,189326,2/12/17,us,United States
Weak,AJR,189319,6/21/17,us,United States
Party Monster,The Weeknd,189300,5/7/17,us,United States
Love Me Now,John Legend,189282,3/3/17,us,United States
American Teen,Khalid,189271,3/7/17,us,United States
Blue Cheese,2 Chainz,189263,6/17/17,us,United States
What They Want,Russ,189261,1/11/17,us,United States
Thumbs,Sabrina Carpenter,189250,4/7/17,us,United States
Hear Me Now,Alok,189247,1/12/17,us,United States
Reminding Me,Shawn Hook,189202,7/12/17,us,United States
Water,Ugly God,189201,5/12/17,us,United States
I Miss You,Grey,189182,2/4/17,us,United States
Ride,Twenty One Pilots,189169,4/21/17,us,United States
The Night We Met,Lord Huron,189166,7/10/17,us,United States
Don't Let Me Down (feat. Daya),The Chainsmokers,189137,7/9/17,us,United States
Both (feat. Drake),Gucci Mane,189113,7/8/17,us,United States
Side To Side,Ariana Grande,189111,5/25/17,us,United States
Rent Money,Future,189085,4/18/17,us,United States
'Till I Collapse,Eminem,189078,7/12/17,us,United States
The Night We Met,Lord Huron,189074,7/13/17,us,United States
Running Back (feat. Lil Wayne),Wale,189072,3/24/17,us,United States
In Case You Didn't Know,Brett Young,189071,7/9/17,us,United States
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,189048,3/26/17,us,United States
Versace on the Floor,Bruno Mars,189032,2/14/17,us,United States
Jumpman,Drake,189028,3/26/17,us,United States
Uh Huh,Julia Michaels,189021,6/20/17,us,United States
Reminder,The Weeknd,189008,7/12/17,us,United States
"Me, Myself & I",G-Eazy,189001,1/31/17,us,United States
Gold,Kiiara,189000,1/12/17,us,United States
What Ifs (feat. Lauren Alaina),Kane Brown,188988,6/15/17,us,United States
Moves,Big Sean,188952,7/12/17,us,United States
'Till I Collapse,Eminem,188942,2/17/17,us,United States
'Till I Collapse,Eminem,188938,7/13/17,us,United States
Exchange,Bryson Tiller,188935,4/15/17,us,United States
Outlet,Desiigner,188929,3/11/17,us,United States
In Case You Didn't Know,Brett Young,188919,5/6/17,us,United States
Antidote,Travis Scott,188918,6/3/17,us,United States
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,188915,3/26/17,us,United States
Father Stretch My Hands Pt. 1,Kanye West,188891,2/3/17,us,United States
Yeah Right,Vince Staples,188890,6/24/17,us,United States
No Frauds,Nicki Minaj,188882,5/5/17,us,United States
The Hills,The Weeknd,188866,2/15/17,us,United States
Both (feat. Drake),Gucci Mane,188856,7/15/17,us,United States
Scars To Your Beautiful,Alessia Cara,188817,4/7/17,us,United States
Don't Let Me Down (feat. Daya),The Chainsmokers,188816,5/28/17,us,United States
Candy Paint,Post Malone,188806,7/16/17,us,United States
First Day Out,Tee Grizzley,188775,3/3/17,us,United States
Go Flex,Post Malone,188758,5/7/17,us,United States
All We Know,The Chainsmokers,188748,2/27/17,us,United States
Losin Control,Russ,188746,2/18/17,us,United States
Flex Like Ouu,Lil Pump,188735,7/10/17,us,United States
Secrets,The Weeknd,188715,1/10/17,us,United States
Don't Wanna Know,Maroon 5,188706,4/8/17,us,United States
What They Want,Russ,188699,4/21/17,us,United States
Blue Cheese,2 Chainz,188673,6/16/17,us,United States
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,188645,6/24/17,us,United States
Honest,The Chainsmokers,188627,4/14/17,us,United States
Deja Vu,Post Malone,188607,1/7/17,us,United States
Photograph,Ed Sheeran,188596,3/4/17,us,United States
Do Not Disturb,Drake,188582,6/15/17,us,United States
Want Her,Mustard,188573,3/29/17,us,United States
Get Right Witcha,Migos,188564,6/21/17,us,United States
Lights Down Low,MAX,188546,2/17/17,us,United States
Dive,Ed Sheeran,188545,4/18/17,us,United States
Good Drank,2 Chainz,188537,2/12/17,us,United States
Supermarket Flowers,Ed Sheeran,188536,3/25/17,us,United States
Voices In My Head/Stick To The Plan,Big Sean,188527,2/15/17,us,United States
beibs in the trap,Travis Scott,188514,3/26/17,us,United States
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,188512,1/11/17,us,United States
Iris,The Goo Goo Dolls,188495,2/14/17,us,United States
Selfish (feat. Rihanna),Future,188494,7/15/17,us,United States
Moves,Big Sean,188455,7/13/17,us,United States
Selfish,PnB Rock,188446,6/3/17,us,United States
What Ifs (feat. Lauren Alaina),Kane Brown,188445,7/8/17,us,United States
From The D To The A (feat. Lil Yachty),Tee Grizzley,188440,7/14/17,us,United States
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,188430,1/7/17,us,United States
Broken Clocks,SZA,188425,6/15/17,us,United States
Ride,Twenty One Pilots,188407,4/3/17,us,United States
